"protein_group","number_of_peptides_A_1","number_of_peptides_A_1","number_of_peptides_A_1","number_of_peptides_B_1","number_of_peptides_B_1","number_of_peptides_B_1","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
"Q9Y2W1",22,16,21,21,16,21,22.1838545485757,22.1038930169191,1.77069212760986e-10,0.999964420719145,1
"Q96B26",8,6,5,6,6,5,21.9180619583024,21.9404717125077,0.281709961555628,0.000889866784396336,0.00393213427818445
"Q14692",20,21,24,18,22,20,20.959563636886,20.8399789415795,0.0551226820350996,0.178893131802103,0.365962728161324
"Q9UHY7",6,5,8,7,4,6,20.8100113511023,20.8591087889665,0.193828412336096,0.0187377788431169,0.0551988707958062
"Q9H4A4",21,22,18,21,21,22,21.9409019692191,21.7975967082549,0.0558407131633536,0.140980943128957,0.300477816576694
"P12709",29,35,36,30,29,31,22.1191722174941,21.0551983777927,-0.819196109282814,1.55544235331046e-35,2.78474356802356e-33
"Q9UBB4",11,11,12,NA,11,13,20.8992903100288,20.8140562202587,2.20154227915598e-09,0.999836232599712,1
"P40961",6,6,NA,NA,NA,2,20.6202292294502,19.7100469350362,-0.619513114149507,0.0327875618176084,0.0885934606074619
"Q9NYF8",12,14,16,16,18,15,21.8435415639001,21.6532915646889,5.07369851711595e-20,0.999999999425834,1
"Q8WWM7",23,25,24,28,20,25,21.1827927136423,21.0860313859324,0.0674029791326575,0.177703580661123,0.364475043291461
"Q09666",60,59,74,61,75,73,20.089529735368,20.0564854831812,0.187172272642422,3.70631945866407e-05,0.000232956659066655
"P14735",12,15,16,14,17,15,20.9649398511409,20.9900208144838,2.15769697752427e-16,0.999999974617993,1
"Q9NUQ8",8,8,8,10,11,10,20.6076313953147,20.418046458784,3.02497316386315e-18,0.999999998398631,1
"P48813",3,5,NA,NA,NA,NA,19.5722593079464,18.5855504441382,-0.796243084612626,4.20897103546491e-05,0.000261263567572922
"Q9NYV4",NA,10,NA,NA,8,5,19.1478264725267,19.076922541767,1.26625090241022e-19,0.999999999205901,1
"Q9NZB2",8,6,6,NA,15,9,19.5781294296567,19.4374174795448,3.41853214711078e-10,0.999955966565147,1
NA,NA,NA,NA,NA,NA,NA,20.5701468739706,20.2644231642583,-3.74454130211877e-20,0.999999999852984,1
"Q96EH3",NA,NA,NA,NA,NA,1,19.5823098610628,19.4233729759262,-1.74909139869255e-20,0.999999999914102,1
"P53041",14,13,14,14,16,11,20.6997567365797,20.6519147200904,0.0802953580472732,0.164340719688886,0.341863191256866
"Q5T4S7",70,66,77,76,72,88,20.6724506715218,20.6136632412054,0.13795794363291,9.05271210444121e-05,0.000521188300618763
"P26639",37,31,33,32,32,35,22.3033117424385,22.1872271578146,0.126592764339493,0.0304153187002398,0.0832371887506562
"Q14149",NA,10,7,NA,13,13,20.1507241215563,20.2254379419057,0.207213035479074,0.221256304673531,0.433912540967526
NA,NA,NA,NA,NA,NA,NA,19.9634641944951,20.1296396971871,4.72934764792557e-19,0.999999999077021,1
"Q6UB35",14,18,14,16,17,17,19.790731018743,19.8232103920879,0.201874368359532,0.14991591346065,0.315882050002509
"Q99805",8,7,7,NA,7,10,19.5714615669182,19.8110265494409,0.359432540668314,0.0105754380566863,0.0335776208321562
"P33991",34,40,40,41,43,41,21.717826832027,21.7249945510034,0.221300995100408,2.60078913298965e-05,0.000166294696867426
"Q96SB4",14,12,15,18,12,15,21.3069290975228,21.3658611469968,0.20131051179225,0.00405258877451785,0.0147101816210426
"Q9H993",6,4,5,NA,8,5,20.0365763854305,20.0707279113106,0.0466638008017337,0.476759517798265,0.817428274260232
"P48643",30,31,31,37,36,33,22.031057927401,21.9356231709152,0.0989983015024687,0.0213619059257492,0.061365723544466
"Q8WW33",8,6,5,6,5,7,22.4527229403554,22.4503692847311,0.0780959850481536,0.338144738157276,0.615716304715512
"P31939",35,32,35,35,34,38,22.5149655903731,22.472178948865,0.149544422582392,0.00118029077957335,0.00503893371279391
"Q9UBF2",7,10,11,10,13,17,21.1238447269135,20.9815467180125,4.20894596615436e-21,0.999999999949992,1
"P0A9D8",2,NA,NA,NA,6,5,19.3731648592291,20.7969699927387,1.70981360549569,0.016971438002735,0.0506950919887941
"P20226",NA,NA,NA,NA,NA,1,19.5648392214549,19.9311107453321,0.0293543441117076,0.754845688357008,1
"Q9Y3Q8",6,6,8,4,6,NA,20.3343135234797,20.2847771144442,5.42289985520984e-20,0.999999999614319,1
"Cont_P01030",3,NA,8,7,5,7,19.8646091702928,20.1112783780845,0.581508463468287,0.000396366919647499,0.00192125450134814
"P0A8L1",NA,NA,NA,NA,9,5,18.9508285008437,21.1128175957373,1.66723836786369,9.46522623090008e-05,0.000542125960593348
"Q13523",10,11,10,9,10,10,21.0513505695607,21.0397637289537,0.127698915279783,0.154336042869482,0.323843114527648
"Q9Y3X0",4,NA,6,NA,NA,6,20.3876642652086,20.2736019111023,-1.17803415553624e-19,0.999999999471679,1
"Q16204",8,7,7,NA,7,6,20.8030651400496,20.7175954805833,0.0745281523202293,0.228483115789825,0.444621182452996
"Q01082",13,21,25,22,30,24,19.9901646555025,19.9017733972469,7.3560799378334e-10,0.999926057793128,1
"Q9BYT8",NA,NA,8,NA,7,9,20.4457909172025,20.5542467685264,0.26850442999243,0.0119995061213532,0.0376598810801572
"Q13907",6,7,9,5,9,9,21.3436617042743,21.1808962877797,9.51213974157778e-20,0.999999999534009,1
"Q9HB71",16,15,17,13,13,16,22.6913416336643,22.5944546380978,0.0802664506877651,0.0793022106015169,0.187847745983107
"P05455",26,29,26,26,27,26,24.3357389944286,24.4010112005086,0.180267302244292,8.50914738071755e-05,0.000494510659298245
"Q13435",26,26,27,28,28,31,22.0390662564167,21.9305794405787,3.43316773259346e-20,0.999999999329548,1
"Q08379",15,15,15,21,17,16,20.445972419042,20.3975049519291,0.124427744662195,0.0849782097677099,0.199673608895339
"P42566",19,18,17,23,19,18,20.2217958064892,20.3799187942353,0.265499168159872,0.000267004117724432,0.00136830365038836
"Q04726",5,NA,7,NA,4,4,20.3750962921163,20.5419901346703,0.292583728864938,0.0048366490688531,0.0170651000204289
NA,NA,NA,NA,NA,NA,NA,19.3450062430565,19.4145682974642,0.151123953337945,0.203374868864156,0.405289235977044
"Q16890",3,4,NA,NA,3,3,21.4760319913208,21.6333020519834,0.14916027545836,0.189560425885422,0.38284583830571
"Q96ST3",NA,13,16,NA,10,11,19.4154902007538,19.5277414902268,0.248343964432076,0.012081921875482,0.0378626010214144
"Q9H6R4",16,14,16,14,16,13,20.7203596525973,20.4766201839517,1.31815598771908e-18,0.999999999001797,1
"Q05775",4,3,4,NA,3,2,21.5268185481493,20.4434176558585,-0.940397016219463,2.96077691348988e-08,3.14795246549211e-07
NA,NA,NA,NA,NA,NA,NA,18.7650348887416,18.8123624820529,3.1928666159505e-19,0.999999999209274,1
"O94992",5,5,6,NA,4,3,20.2824386045211,20.2957759196176,0.166694831174249,0.020837337337046,0.0601077038568636
"Q8IXT5",11,16,12,14,15,10,20.8616461615251,20.9956734291466,0.19536556846364,0.0331220873845486,0.0891933939758586
NA,NA,NA,NA,NA,NA,NA,18.4784944294224,20.6060785694579,2.29734869563542,1.56463879596974e-06,1.29414982379018e-05
"P48634",23,25,27,22,21,26,20.1967791591368,20.0573443197878,1.00877567262932e-20,0.999999999794509,1
"P41252",40,43,43,46,49,42,22.2766082032342,22.1912488858505,0.132068040178776,0.00144759235086101,0.00599115402481624
"P61158",13,13,12,12,12,15,22.108724146817,22.1287290100729,0.180128212783581,0.00303664858925103,0.0114182924595821
"P55884",27,29,30,29,32,31,22.2104142742372,22.1402812430785,0.108330900257924,0.0145610153365551,0.044476408980672
"Q06494",6,NA,6,NA,NA,NA,20.2606905612352,19.145546891171,-0.971670671091508,0.00333915654929099,0.0124628909539778
NA,NA,NA,NA,NA,NA,NA,20.2737483523892,20.0832737989878,3.12985182421475e-20,0.99999999989,1
"Q9UHD1",10,10,12,13,13,13,22.3735041191266,22.4169797324304,0.108800724028974,0.0910086608968458,0.210720929485813
"Q12906",29,36,35,35,36,34,22.5575529756067,22.5431259191533,0.119242590621632,0.00552169374137293,0.019141411783023
"P63244",31,26,25,30,27,25,22.5499068098486,22.5084394371767,0.135585882562276,0.00866999310241457,0.0283383166775035
"P76108",6,NA,NA,9,13,13,19.7024848734632,21.1441582600687,1.56954452133256,8.39621190685252e-10,1.17674182027857e-08
"Q9NR30",32,36,34,36,34,37,22.523167253733,22.5072070528495,0.17884959124818,5.9101320312697e-06,4.30462372356258e-05
"P09874",43,37,43,46,42,41,22.5786889263892,22.504190674821,0.118517254346713,0.00161303179147512,0.00656328918085551
"P33195",NA,3,7,17,13,13,19.1045140217446,21.1929402340972,1.91896545033274,2.907750567369e-16,9.22172322794169e-15
"P50851",18,20,20,22,29,26,20.3333428524992,20.1834596646202,2.09651734675331e-05,0.983964450658202,1
"P38687",7,NA,4,NA,NA,NA,19.8803174384845,18.5662990970344,-1.17240541491336,1.88163951409724e-07,1.80364409382378e-06
"Q02218",12,14,13,16,12,16,20.5258496736535,20.5530907938545,0.141896843145516,0.0101228531215216,0.0323681529247928
"P27616",8,13,13,10,10,10,23.0768637218481,22.1208089614274,-0.78617287551515,1.54089194360937e-08,1.71725909378152e-07
"Q9UJZ1",10,10,10,9,10,9,21.7994393607884,21.7418765030839,0.0125293955853729,0.705214451592918,1
"Q46851",NA,NA,NA,NA,8,11,19.1794802795682,20.7326120228093,1.76710719744351,3.10194392062522e-14,8.0073436090558e-13
"Q96GD0",6,7,5,6,9,5,20.0997356762073,20.0139739883708,1.14661642701744e-11,0.99999450004044,1
"Q9NQ29",7,4,5,NA,5,4,20.9736588486511,21.099997804576,1.53175163285958e-19,0.999999999404899,1
"O75400",16,11,14,18,15,18,21.928317879082,21.7969518761028,0.101405609502803,0.227612533519719,0.443401039324127
"P21576",12,16,18,NA,8,11,22.4640421792303,21.3780956509344,-0.813703445949677,3.33065103082051e-09,4.20116209569405e-08
"P40185",14,13,13,11,9,10,23.4158261911411,22.3128843024393,-0.84371603716659,6.5470557315494e-19,2.69156735630364e-17
"P32599",16,19,12,10,9,8,22.5541584537049,21.4725226535049,-0.886587578058368,5.03488882443134e-22,2.97272691229722e-20
"P11233",1,2,NA,NA,3,3,20.8981354486109,20.5611747090993,-1.29864361917984e-19,0.999999999446951,1
"P00509",NA,5,NA,11,12,14,19.7616175926631,21.5004472321989,1.85712052017819,4.08804752966501e-15,1.12320117770499e-13
"P13024",NA,NA,NA,NA,NA,3,19.4085138314692,19.7579690848598,2.10016566302812e-19,0.999999999365515,1
"Q9H2U1",5,6,7,NA,10,9,19.8558800201669,19.9578393041704,0.15281200352949,0.135973421836369,0.291596789486803
"Q9NR28",5,6,6,NA,5,6,21.1632641975528,20.9783616134917,1.36661040381612e-20,0.999999999902807,1
"A0MZ66",NA,NA,13,NA,8,11,20.0522286426203,20.1436367095788,3.73537359885982e-20,0.999999999705177,1
"P67910",NA,NA,NA,NA,4,3,18.5738155153443,20.2319793245679,1.61638417090495,7.12029067506073e-07,6.25278690610555e-06
"P31373",15,13,15,9,11,11,22.7073799967659,21.7851929551016,-0.772798403308215,2.64914794629097e-13,5.90472735016663e-12
"Q14203",21,23,18,25,23,23,20.5740382596818,20.6496736255785,0.123056060412901,0.0722187111959209,0.173662845380139
"Q9Y6G5",NA,NA,NA,NA,NA,2,19.6244347284287,19.6653664882349,1.69965249169884e-17,0.999999991611041,1
"P03965",9,11,13,NA,3,4,20.6825426223838,19.6306799858138,-0.679854664308596,3.2586936788354e-06,2.52241979324079e-05
"Q9H967",5,NA,7,NA,8,10,19.571161859083,19.7226523119261,0.0620752619472523,0.432632299070088,0.756247668216928
"Q13098",12,10,9,11,9,7,20.925479637952,20.8128763506496,3.55213724523361e-11,0.999985900464135,1
"P00549",51,55,64,47,42,51,23.5534026696542,22.5050085197543,-0.836965694238697,1.19432658153756e-77,6.62851252753347e-74
"Cont_P13645,P13645",4,2,3,NA,5,5,20.1848838078782,20.1521403194655,6.02657398687175e-18,0.99999999502562,1
"Q00955",51,42,53,36,40,42,21.7559271709518,20.7825051723306,-0.794479110280328,7.17101965911722e-28,7.19603028674739e-26
"O14646",12,12,15,12,15,19,20.0719408816193,19.8504925940834,-4.94184413533538e-20,0.999999999626435,1
"Q9Y613",11,11,14,19,15,14,20.0950331868313,19.9980274153416,0.0486052769517135,0.42442978878472,0.745202571260738
"O60841",24,32,28,31,30,34,22.0266424121157,21.924365633405,0.146973956359125,0.000649680367129202,0.00296523522826239
"P18858",15,17,15,18,15,19,20.6299689172811,20.449865882345,0.0912431557615098,0.0718537727356252,0.17308525984493
"Q92917",10,10,11,13,14,11,20.255502268004,20.3688597860244,0.184689131189993,0.0191161104469666,0.0560983577048685
"Q8TAT6",6,8,6,9,7,14,20.7331866505373,20.6694455368953,1.35635225920117e-20,0.999999999905544,1
"P16861",37,41,38,29,30,33,21.9165041504055,20.8925604859183,-0.817327254765117,2.9316399853302e-44,9.03922328810146e-42
"Q92888",20,20,18,22,19,22,20.4777879989796,20.453354754134,0.21806411352026,0.000629781055122349,0.00288152090348643
"Q14204",112,98,112,117,111,119,21.1923656621058,21.137553443407,0.127178738622817,3.61924008643124e-07,3.32263464400197e-06
"Q9NW13",11,10,13,17,14,12,20.4391424279106,20.4456687524549,0.1015483525527,0.184993021994717,0.37589490589006
"Q7L5D6",6,NA,NA,6,4,4,20.2688535279024,20.4047461314263,0.184672883155642,0.146167955729612,0.30939441430181
"Q15393",39,35,35,35,32,40,21.7370299020233,21.6612118350452,0.0611138536439562,0.232490826926784,0.450846991419864
"P56192",25,27,28,31,32,37,21.7047059150611,21.7763916412696,0.171458220615928,7.98243390941409e-05,0.000466342191549981
"O94906",22,24,26,22,27,28,20.9063907720308,20.8546451784846,0.122114548831384,0.00158251847281689,0.00645807170892185
"P09972",24,23,19,22,24,23,22.6392810782011,22.5998973514261,0.0752096587352,0.207526884525433,0.412140003851317
"Q6P2E9",27,21,29,25,29,27,20.8412687177438,20.8680269912578,0.241702006041983,2.1567117261993e-06,1.73474638846465e-05
"P22803",8,9,7,6,6,9,23.8630972033454,22.7385858492098,-0.957716437729659,2.05762355308514e-08,2.24799423614617e-07
"Q9H2G2",16,15,14,17,18,19,20.1983894352799,20.0861505239701,0.137166649025544,0.0450667765973208,0.115742994037543
"P52948",22,24,23,22,27,24,20.7498728354613,20.6821488657812,0.0827844494586651,0.102379474280893,0.232015550126155
"Q9HCS7",NA,9,NA,12,12,13,19.8570052298388,20.0083486869386,0.255612183923659,0.0241891499227132,0.0683003959365315
"Q12443",9,9,11,NA,8,7,21.005897057416,20.1694818604959,-0.726610387700999,6.01341736203888e-09,7.23958055516611e-08
"Q96SZ5",NA,NA,NA,NA,2,2,20.5594503464502,20.1747998081135,-0.264197973499297,0.0950307346420772,0.217942387298979
NA,NA,NA,NA,NA,NA,NA,19.1337648950619,20.8509000119119,1.91267689005161,2.23205339288798e-09,2.94949912631626e-08
"Q12532",10,7,7,NA,NA,NA,20.285891007687,19.6245361967215,-0.571092601544659,8.43346841868815e-06,5.96251588837187e-05
"P0A836",9,5,9,14,15,15,20.7093262460127,22.3728504505376,1.80691613818764,1.17607032731759e-25,9.59880928913624e-24
"P42704",57,52,56,60,60,64,22.3131647687876,22.2822160839701,0.153370515851964,4.4507857861272e-06,3.34260637523761e-05
"Q9BXJ9",26,27,23,23,25,26,20.4662317035817,20.3088649123333,5.46722959400444e-20,0.999999999278831,1
"Q92499",23,28,30,28,30,29,21.6294625054894,21.560606485446,0.0624834524468334,0.152085455064973,0.319725104397955
"Q14166",16,18,16,20,22,20,21.5210318577158,21.5620460473283,0.236561410818131,0.000360735629897394,0.0017686243338609
"P32915",NA,NA,NA,NA,NA,3,21.4923643201575,20.9461762717398,-0.490100077062366,0.00985488702521402,0.0316336743724337
"P38972",31,40,34,25,24,26,21.6762858285367,20.7444031012503,-0.812893775223996,5.50496037909756e-29,6.11050602079829e-27
"P38765",5,NA,4,NA,NA,NA,20.8956581622392,19.8424959995147,-0.67515496503798,0.000151264633204445,0.000827112033777998
"P25705",30,28,29,32,28,30,21.8655825882791,21.9204636762661,0.249760222453084,6.48208985724983e-05,0.000386512974278423
"P27466",2,4,8,NA,4,NA,19.9607331919812,19.1412335392575,-0.754944234154909,6.48366809104886e-05,0.000386512974278423
"P52907",10,11,11,14,13,10,23.0693374405888,23.0450341085831,0.0578997609014368,0.376700297287464,0.672246511236472
NA,NA,NA,NA,NA,NA,NA,20.3952294586371,19.5807895433607,-0.151024432828648,0.399599249160196,0.707650233835062
"P54577",26,29,28,30,29,24,22.8633121384952,22.7712341591477,4.31410859907655e-18,0.999999996584243,1
"O43847",23,24,25,26,21,22,21.3135340210401,21.3138293697283,0.137815841863678,0.0320157292443594,0.0867613756377903
"O60271",19,15,18,16,16,21,20.479919028066,20.538292941816,0.192037884918467,0.00115894037776593,0.00495922829344711
"Q9Y3D9",NA,NA,NA,NA,3,7,20.4755512553309,20.4037324869044,4.22583414297261e-12,0.999997860166261,1
"O96000",7,7,7,7,9,7,21.9600646591821,21.8242963777085,6.39585447094339e-20,0.999999999409883,1
"Q96G03",14,15,14,16,11,16,21.3829823842839,21.2194356520315,4.62783129857344e-18,0.999999997743778,1
"Q9UDW1",NA,1,1,NA,1,1,22.1100653862784,22.5436572756746,0.179145262144642,0.332008742845025,0.606134382496674
"P0CE47,P0CE48",18,14,18,33,30,31,20.508152865158,22.2845925033324,1.96884929236637,3.39059829970513e-68,9.40891028168173e-65
"P53396",41,51,51,54,47,52,22.0298973383386,21.9748441436856,0.135489400476401,0.00227791723366524,0.00895356986320261
"O00418",NA,5,NA,NA,NA,NA,20.2332751082972,20.221479259968,0.0603420332297605,0.682110765030349,1
"P49090",10,12,12,NA,10,9,22.6617512444883,21.6235659881174,-0.882591186697518,4.66081626893173e-15,1.27426257598872e-13
"P49089",8,9,7,NA,7,9,21.8579232908776,20.833928394064,-0.918311708689136,8.52230416025925e-12,1.60880231596731e-10
"Q9NTK5",22,24,26,22,22,27,22.2164105155766,22.2523597689614,0.145897651547028,0.00180117565753351,0.00721249992735281
"O43818",9,8,9,NA,7,8,21.5483665618484,21.3954350863146,6.84295412712045e-21,0.999999999932323,1
"P38555",3,2,4,NA,NA,1,20.6935573368741,19.8269877611752,-0.750914359647531,5.28870700983644e-05,0.0003207904251868
"Q03154",8,15,10,NA,9,14,21.239781497971,21.2534012155318,0.130426243394345,0.144639611491018,0.306627136659722
"P55786",14,12,19,15,16,19,21.5769990208128,21.5439210300945,0.0981494040995504,0.223236338271113,0.437332042853751
"Q96FW1",10,9,8,7,7,8,21.8075895447836,21.9199933423424,0.0810738773305734,0.143111123026604,0.304200204058848
"Q9H479",3,5,4,NA,3,3,21.7808395067981,20.2138194355709,-0.727992651669598,0.090203211906091,0.209467709656404
"P36008",14,13,15,10,11,7,23.3951360433643,22.2453928930665,-1.01367861471651,6.59264145783532e-15,1.78483707760907e-13
"P26599",22,22,22,28,21,22,21.9382400674872,21.9528089833556,0.135319218524456,0.0156255192922168,0.0473888699845919
"Q14315",59,58,59,68,65,64,21.9689241046666,21.8857647557972,0.0875894737736956,0.00713318329329848,0.023949889460258
"Q9Y520",32,37,37,37,34,33,21.1574476811557,21.0673606919707,2.5374676717497e-20,0.999999999685205,1
"Q13620",NA,7,7,11,9,7,20.5834977145173,20.6036132669486,0.125610709550007,0.142687240986767,0.303648078020152
"P84103",7,7,NA,6,6,7,23.034250089787,22.9145541860282,7.3426094939369e-20,0.999999999326996,1
"P54115",33,34,32,26,24,22,22.3803993880132,21.3095337571001,-0.88221915592521,3.11266384658202e-20,1.42770945029175e-18
"P17987",37,36,37,37,39,43,23.7848655762788,23.6763388186499,0.122927879506834,0.00142174756452482,0.00588858133068116
"P37291",36,37,38,26,30,25,23.4504727274868,22.2768867023181,-0.966502535882668,1.17959212889116e-42,2.97578923424814e-40
"P19338",22,25,24,24,25,25,22.7845327671327,22.8471825314912,0.200318068376545,0.00107579519930087,0.00463560819574522
"O60506",22,19,17,22,20,19,21.7688192213848,21.770642591025,6.61536126003068e-07,0.99837100744541,1
"P47897",24,27,26,26,28,30,21.8190626710126,21.7922308526804,0.15088516253581,0.00817543443394609,0.0269279887883684
"P17255",40,39,35,31,30,27,22.0982893703373,21.1118602295756,-0.780405575108073,3.80051686023287e-24,2.60405784867808e-22
"P52272",50,54,62,47,57,58,21.8182123940315,21.6950652415724,0.0465619163083203,0.183419558426122,0.373570109822009
"Q12931",17,21,22,19,22,23,22.4086322857416,22.410093994327,0.116697813893074,0.0952265834836061,0.218301337601823
"Q9H7Z7",4,7,5,6,6,6,20.6769124890225,20.7149237914588,0.0559013412011939,0.527475143935884,0.885693690250495
"Q96JH7",3,NA,NA,NA,5,10,19.6443699725181,19.4897059461413,-5.31365236010876e-20,0.99999999964302,1
"O75153",18,25,24,27,24,32,20.2709928099427,20.3715554208956,0.240169118548345,3.27718613574722e-06,2.53320098236728e-05
"P30043",21,19,23,21,20,19,23.2766732275868,23.1504576327557,3.31200073754928e-12,0.999994810844084,1
"P0AG67",12,10,11,18,22,22,20.6137952345301,22.1941396614946,1.73030553580699,4.24675343709044e-29,4.81009828078611e-27
"P61026",4,2,4,NA,2,2,22.5186281171261,22.2098431731571,2.08383071472748e-20,0.999999999831179,1
"Q92598",31,33,30,34,29,35,22.3099217689437,22.2951637920388,0.0922030341171171,0.0191239806806507,0.0560983577048685
NA,NA,NA,NA,NA,NA,NA,21.8916552356616,21.4966175058794,-8.46492289025357e-21,0.999999999972798,1
"P46060",14,17,20,15,17,19,22.4551576546722,22.3996235482386,0.112308941063787,0.0793000489482395,0.187847745983107
"P13807",NA,NA,NA,NA,1,2,19.0993318074071,18.997753542394,0.156366225057964,0.124145787599428,0.271263433534184
"O43813",NA,NA,NA,NA,5,5,20.046100330711,20.2161572505638,6.12672897015015e-13,0.999998667400428,1
"Q6UN15",11,9,10,9,9,10,21.7603318819315,21.7878431551589,0.16937495256531,0.00532361465662893,0.0184894000902945
"P0AB71",NA,NA,1,NA,8,7,21.336219433484,23.0391229242726,1.35987119364073,4.54583591405486e-06,3.40477588704514e-05
NA,NA,NA,NA,NA,NA,NA,20.903218946382,19.7866429861285,-0.776997327799709,0.0131218905520949,0.0407860812349797
"P38432",7,6,8,6,9,6,20.9578452618451,20.9317873967501,0.0741401064412012,0.2202058634768,0.432157900387638
"Q9H814",1,NA,NA,NA,5,NA,19.472720562853,19.9977263677533,0.347768249056381,0.101169504280341,0.22955468060339
NA,NA,NA,NA,NA,NA,NA,19.0540635702439,18.5834515715376,-2.03606759755102e-19,0.999999999330185,1
"P32471",14,12,15,10,8,9,22.1829971590719,21.1376885763098,-0.769422493036786,2.59371255127965e-12,5.2156176302906e-11
"Q9BU89",10,8,9,9,11,15,20.9332228611815,20.7947622148883,0.193924078101005,0.0159134750514284,0.0481044588972918
"P34932",36,34,38,36,37,47,23.0045369001416,22.9435021725042,0.0784829266337774,0.0568856310550276,0.1420221558054
"Q04323",3,4,4,NA,6,5,21.1389459471181,21.1541283601756,0.275626905019186,0.00736834816980734,0.0246499893564983
"Q04792",5,7,2,NA,NA,2,21.1108178300453,20.0377798480207,-0.743621397755462,6.50351959985137e-05,0.000387280405355956
"P10768",12,15,10,12,14,15,21.9031087985514,21.7916700289237,4.93650750960761e-10,0.999916609247074,1
"P46367",20,20,21,18,18,17,22.6947895513661,21.7280302761572,-0.850708428775473,2.1713185703502e-33,3.2569778555253e-31
"P38013",25,25,27,22,18,23,23.045736626395,21.8927513796787,-0.961930930889153,5.9157602710657e-26,5.05114915452533e-24
"P00864",NA,NA,NA,NA,9,9,17.2679622304923,19.3329565648925,1.83859233253979,0.000115036115394184,0.000644899434785579
"P17028",3,NA,NA,NA,1,3,19.3878795467183,19.5958127514887,0.0812323889192519,0.43970439307329,0.767650009926631
"Q9ULV3",NA,NA,NA,NA,3,7,19.3497803426125,19.2367391074288,0.0198417214989206,0.684197125252878,1
"Q96KB5",6,8,11,10,9,12,21.7311328428303,21.9004242514187,0.266037137297089,0.00298970113653428,0.0112646580500782
"P11310",10,14,11,13,14,14,21.312790461116,21.2193519788365,3.28493604402707e-20,0.999999999721062,1
"Q9BQY4",NA,1,1,NA,NA,1,20.1366497847423,20.1588286934028,0.14686207428961,0.365934027676123,0.657047510062273
"O00442",5,8,5,NA,9,7,20.4227604801911,20.629060502207,0.341066906259687,0.0050551908446059,0.0177347087152736
"P15880",13,12,14,14,13,17,22.6574759603586,22.7604328996991,0.189039718080045,0.0101361891501423,0.0323681529247928
"Q07021",8,8,10,9,9,8,24.4572674555584,24.4140523040377,0.0776939708840265,0.281395410900214,0.529584445743027
"O43390",19,19,20,21,25,22,22.7772133295032,22.749879179539,6.61176396202804e-11,0.999976833993357,1
"Q9HAU5",10,7,10,NA,11,8,19.6233974191624,19.6851820517435,0.168098409280616,0.0993009403555267,0.225499271265619
"O95394",13,10,13,NA,13,12,21.1795810409976,21.1158642548397,0.16925355263992,0.0252947294863792,0.0709377203887846
"P51991",17,18,17,19,16,19,22.5690120560989,22.5411204821953,0.100258973067306,0.0426236895017985,0.110285070738919
"Q9UL46",12,10,10,7,8,15,21.5959899036944,21.0895102957067,8.14753596024363e-21,0.999999999946036,1
"P04181",14,17,15,14,14,18,22.5870437879274,22.5855357257805,0.218652499800917,0.000605678636908745,0.00278271228049962
"Q8WW12",4,4,6,3,5,6,22.6775477009174,22.4856414441665,-2.86013632913e-21,0.999999999962983,1
"P0AG18",NA,NA,NA,NA,4,NA,17.5056206137707,20.1551308648925,2.8068822712678,2.68303948138748e-09,3.4791750284347e-08
"Q96C57",NA,3,NA,NA,1,5,20.5355665995653,20.0435178141802,-3.66183135398757e-20,0.999999999868154,1
"Q92974",19,21,20,22,16,23,20.6249021131508,20.5983506121919,0.0875466433418716,0.12602700718996,0.274401682975394
"Q01518",12,12,12,12,13,12,23.2329950251223,23.1095902125525,7.89723624520004e-20,0.999999999207441,1
"Q96P70",7,10,NA,NA,NA,12,20.5626448139588,20.4052402621151,-6.01694442022179e-21,0.999999999950682,1
"O75179",11,NA,9,13,9,10,20.1578466657745,20.0120478318528,0.0309776820660876,0.495754945371477,0.842449463200152
"P04406",33,39,40,39,43,49,21.4498171502159,21.438518983132,0.203368839822243,0.000199942299400067,0.00106393073985654
"Q9NWH9",10,13,11,5,6,12,20.6910529437287,20.5843556962203,4.25296777454177e-10,0.999965150021242,1
"Q9Y5J1",9,13,11,13,12,11,20.6707417546188,20.7024218358044,0.150311573164604,0.0327771889772233,0.0885934606074619
"P05373",7,9,7,5,NA,4,20.5933007358473,19.6641650998535,-0.855618635106346,6.28160317456292e-06,4.55724151880055e-05
"Q9BQG0",21,28,27,26,24,24,20.623256652982,20.6959387954665,0.196598464614711,0.00397161863717195,0.0144635718085986
"P00931",18,20,20,16,16,16,21.7494254640313,20.9179356986162,-0.673702446146192,3.83130135354452e-18,1.46646362152911e-16
"Q9H0W5",NA,NA,1,NA,NA,NA,17.8580138440246,17.4101294160254,-2.48160974909227e-19,0.999999999321372,1
"P09373",8,6,NA,16,15,19,19.3432986127005,21.0524661847664,1.93121585810945,9.28017582754537e-16,2.81447955425556e-14
"P78362",NA,3,NA,NA,NA,6,19.8449634349472,19.7235668481659,-3.62191147295681e-21,0.999999999970166,1
"P38720",16,18,21,16,18,18,23.2760154943081,22.1687173919737,-0.891682057107699,1.70182349426805e-22,1.04945782146529e-20
"P24783",NA,10,7,NA,7,6,20.8716128928687,19.9990638506787,-0.665307185525857,0.000208417187373204,0.00110584645307962
"P16278",7,7,7,8,6,7,20.4927532798631,20.4697221672437,8.89955219529393e-20,0.999999999434847,1
