"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"sp|P22256|GABT_ECOLI",3,4,4,7,6,6,0.000675667401458657,0.00669637104163691,24.0241836911122,24.9654884805482,24.7832711797337,28.1736665922252,27.2555081048967,26.8200083380395
"sp|P22259|PCKA_ECOLI",3,2,2,11,8,10,4.85168458562383e-06,0.000538757520121773,24.7682479758991,24.6652013817834,25.1582973866809,28.4435853551864,28.0370741907705,28.0070723837186
"sp|P22307|SCP2_HUMAN",4,4,5,3,4,5,0.569590371158293,0.689986827777621,26.9124850822079,26.7267926661856,27.3599496469824,26.5901346608846,27.3862637212727,27.5972179867485
"sp|P22314|UBA1_HUMAN",26,27,27,28,28,27,0.0826574151407856,0.201834865640337,30.8061329300697,30.7725561389389,30.7004398913389,31.1811867312391,31.0399799219459,30.8699619827398
"sp|P22336|RFA1_YEAST",6,5,5,2,1,4,0.00150631293949725,0.0113690660636838,25.8298432880272,25.5205397630689,25.4149210002506,23.8790252543535,23.2752256155329,24.3895113799896
"sp|P22392|NDKB_HUMAN",9,8,8,8,8,8,0.908674923140923,0.944032675838093,27.8902893360937,28.3887442772482,28.3173268928719,28.6301469249512,28.0312135393493,27.8421190396452
"sp|P22515|UBA1_YEAST",24,26,23,21,20,24,0.000175309192985038,0.00382393177198615,30.561637772038,30.6435716480768,30.467999179235,29.2577008508549,29.2289958531524,29.5568602491324
"sp|P22517|KCC2_YEAST",4,2,5,3,2,1,0.279339840179521,0.431097428653551,25.0680779287842,24.6570030309993,26.209651778781,24.4937373732684,25.6677428984168,23.1860931167262
"sp|P22570|ADRO_HUMAN",12,9,11,11,9,9,0.207592948792029,0.357489843404809,27.5834373543125,27.4538091420504,27.3847160464829,27.5639568395823,27.758052959606,27.6209668602591
"sp|P22579|SIN3_YEAST",2,3,4,1,1,2,0.0251972581812091,0.0907249841366156,23.4462922195946,24.4022884294748,24.4679663493008,22.5660423251877,20.9757467059514,23.1674866023267
"sp|P22626|ROA2_HUMAN",16,16,16,16,16,16,0.668134933256599,0.766856303474687,33.5499446132022,33.5658654838486,33.5198501803955,33.3809739002239,33.7483818557018,33.6959519403339
"sp|P22695|QCR2_HUMAN",14,15,13,14,14,14,0.227568440192274,0.380266552250154,29.500073279876,29.7023023199041,29.469328164133,29.704404109861,29.7308807274052,29.7165932461725
"sp|P22696|ESS1_YEAST",1,1,2,1,1,1,0.000123365413030427,0.00340544298342748,25.7607878713127,25.608705674682,25.5776497736776,24.6504425374428,24.5385472100205,24.4931837637087
"sp|P22768|ASSY_YEAST",4,4,5,3,2,3,0.0286970638446301,0.0989512025016673,24.9759449110151,24.7762915190936,25.7409033316751,23.930915327857,23.4724149271387,24.6614855935675
"sp|P22803|TRX2_YEAST",6,6,6,6,6,6,0.000701891551757407,0.00684937590544876,30.8668913013853,30.9498403894148,30.9681706045115,29.7600483141843,30.1399914727332,30.0594809596955
"sp|P22830|HEMH_HUMAN",9,9,9,8,8,8,0.384579552923507,0.531858391051304,27.310084754865,27.1694840294299,27.4997223126137,27.4831251773815,27.5541356578268,27.3366489791756
"sp|P22855|MAN1_YEAST",3,3,3,3,0,3,0.0215729347074967,0.0808943660635677,24.2567064390704,24.4642237151514,24.5477675316214,23.7348406611757,NA,23.9716521623964
"sp|P22943|HSP12_YEAST",3,3,3,3,3,3,0.000757410500718032,0.00717191415989981,32.325111487387,32.4236685072989,32.3474363961292,31.0831485787693,31.5076683563322,31.4781849289196
"sp|P23180|AIM17_YEAST",9,9,8,7,8,7,0.00100004644043735,0.00854235473422532,28.0265561170625,28.0988682591958,28.0577359442371,27.1758799679507,27.4557547026678,27.2501145403003
"sp|P23193|TCEA1_HUMAN;sp|Q15560|TCEA2_HUMAN",10,10,10,11,10,10,0.383112433301683,0.531010320748251,28.3582911718024,28.4909180224661,28.5372233690178,28.5793020525108,28.5775010628463,28.5444950477882
"sp|P23201|SPA2_YEAST",1,1,2,0,1,2,0.811234828493036,0.871907912894186,23.0443162725586,22.9222751320808,24.2292152086463,NA,23.8632447348723,23.1818532183741
"sp|P23202|URE2_YEAST",2,1,2,2,2,2,0.0255283711195978,0.091445470154219,23.9906245907764,23.7044178590012,23.9934659900422,23.5762804128971,23.4545346899802,23.1422937941639
"sp|P23246|SFPQ_HUMAN",14,14,15,14,14,15,0.393214995242981,0.539979895097584,31.6163478397347,31.5303617936955,31.4687786706809,31.5461561279148,31.7040387501175,31.6841344708572
"sp|P23248|RS3A2_YEAST",10,10,10,10,10,10,0.00170088698533505,0.0122755300005126,28.9603639372941,29.0903043156333,29.0654592277714,27.7593294165763,28.2837698597896,28.1982750943107
"sp|P23254|TKT1_YEAST",13,12,13,13,13,13,0.00120824365061266,0.00970966854752211,30.2502199409368,30.1730201492358,30.343079991085,29.1020286148697,29.4713839348143,29.4873761585357
"sp|P23258|TBG1_HUMAN;sp|Q9NRH3|TBG2_HUMAN",10,8,10,10,9,9,0.266943339858492,0.419654169417178,26.9715789926262,26.8710759942277,27.1218207559321,27.3079083616345,27.0248216617591,27.136401047625
"sp|P23284|PPIB_HUMAN",8,8,8,8,8,8,0.0883510240657591,0.211402107534427,30.0868251829281,30.117873261615,30.1144990079716,30.3197364373507,30.3185687213083,30.3064579099549
"sp|P23291|KC11_YEAST",4,4,3,2,2,1,0.00104256489307221,0.00874132025818574,25.4529157952618,24.9292242468029,24.8971953057684,23.3588520395536,23.5337770244256,NA
"sp|P23292|KC12_YEAST",6,5,6,5,5,2,0.000944651919315429,0.00822739621706807,25.9164842394212,25.999159642101,25.8049958648501,24.3696021282346,24.9471912028484,24.1571569994329
"sp|P23301|IF5A1_YEAST",4,4,4,4,4,4,0.000852924171360658,0.00762147848699919,30.902847930767,30.8885753154339,30.8952141512439,30.2745080006785,30.0951173572848,30.0047739046579
"sp|P23337|GYS1_YEAST",4,3,4,0,1,0,0.00603082680246093,0.0313141548956685,25.6500712721787,25.3507051321902,25.3476549866252,NA,24.1469404044568,NA
"sp|P23368|MAOM_HUMAN",2,2,1,2,2,1,0.337426967247043,0.488191936599366,24.0601465560499,23.6935570953978,21.8966802721314,23.9871183244956,23.8606316707299,23.6110806401303
"sp|P23381|SYWC_HUMAN",14,14,15,13,14,15,0.00873614970296746,0.0414310623755941,30.1619135790096,30.1150972045815,30.2271179156397,30.7022992345669,30.5487200138488,30.5687483273307
"sp|P23396|RS3_HUMAN",16,16,15,16,16,15,0.1919484891403,0.34066847727552,31.8440264192799,31.9497505028067,31.9040376294477,31.9557954389113,32.1546301153626,32.1005082279556
"sp|P23434|GCSH_HUMAN",2,2,2,2,2,2,0.238671424344585,0.390830771962979,25.754155163375,25.4701986147059,25.796110910968,25.9583412851329,25.729289664643,25.9036156712192
"sp|P23443|KS6B1_HUMAN",1,1,1,1,1,1,0.228852483945015,0.380965622929409,22.9299001329314,25.0606497494028,NA,23.3357447057659,22.2548463350337,23.3150656308192
"sp|P23497|SP100_HUMAN;sp|Q9H930|SP14L_HUMAN",2,3,3,3,3,3,0.0767048595826878,0.191997922090683,23.5180573892349,24.0129912079989,24.142159067507,24.4796193676956,24.2720827111202,24.2163962028076
"sp|P23526|SAHH_HUMAN",14,14,14,15,15,14,0.558604098651032,0.681483052686377,30.7163316248099,30.8813044730582,30.8152129552026,30.8869245898408,30.8410110420508,30.889187293302
"sp|P23528|COF1_HUMAN;sp|Q9Y281|COF2_HUMAN",8,8,8,8,8,8,0.0541932983036485,0.152089865313973,32.385104759382,32.3355340297186,32.3424757583956,32.6160047816116,32.6563203722125,32.5527189261648
"sp|P23538|PPSA_ECOLI",1,0,0,2,2,3,0.0032703537859524,0.0193919279103925,21.3089823146278,NA,NA,24.4339152679951,24.6966006567093,25.5648055541378
"sp|P23542|AATC_YEAST",11,9,10,10,7,9,0.000514006666979005,0.00581256984390327,29.2957876492245,29.1622408751581,29.1694158772662,28.4473018853173,28.1183234631278,28.2206220513623
"sp|P23585|HXT2_YEAST",2,2,2,2,1,2,0.00245021646611496,0.0157523127018917,26.1556095016466,25.0450096579105,26.0514748292635,24.2584026172327,23.5306357631985,23.2382026459622
"sp|P23588|IF4B_HUMAN",10,11,11,11,12,11,0.674782927057727,0.770653679759872,29.3978940311193,29.5352821908184,29.6788316143598,29.2506643481925,29.8594087223603,29.766951353134
"sp|P23595|PP2A2_YEAST;sp|P23594|PP2A1_YEAST",3,3,3,2,2,1,0.0365323001825106,0.117664349829761,25.2054915677928,24.9396125952689,24.5784528189008,24.2352526611122,24.232383340587,22.9212342554101
"sp|P23615|SPT6_YEAST",5,5,3,3,3,2,0.00678576098467598,0.0341806475990998,24.9903874731057,25.4216918699555,24.6977463410558,23.4093821961914,24.266428771653,23.1832679027794
"sp|P23634|AT2B4_HUMAN",1,1,1,1,1,2,0.000446050032418167,0.00546978745075574,29.7726394087104,29.8475456424798,29.8517162496251,28.7695494369937,28.9888583813118,29.032092345861
"sp|P23638|PSA3_YEAST",7,6,6,3,4,3,0.00261424473649107,0.0164179945790429,27.6570645191525,27.176875322063,27.8434139262528,25.5313501931393,26.4822337574302,26.0694894199021
"sp|P23639|PSA2_YEAST",4,5,4,3,4,5,0.00579820255380443,0.0303644348101698,27.2449868035125,27.0576455964692,27.3485111854877,25.5758678803563,25.0450016579058,26.4253116508163
"sp|P23641|MPCP_YEAST",4,6,5,4,5,5,0.000257733364790327,0.00435738830576311,26.4474500877801,26.6207036101045,26.3096020595886,25.0406656992688,25.369359467131,25.3129992871973
"sp|P23644|TOM40_YEAST",3,3,4,2,3,3,0.00673357314205994,0.0339527743778172,26.3523804033109,26.3505308410343,26.5480408657958,25.3825153292145,25.5618147148063,25.9786757694482
"sp|P23724|PSB6_YEAST",5,5,4,4,4,4,0.00358477811348838,0.0206791332497098,26.5800376655316,26.6687939492705,26.2728352834377,25.4157045303093,25.8179901761795,25.7615219397853
"sp|P23776|EXG1_YEAST",5,5,5,4,4,4,0.00183052587929194,0.0128320652026118,26.2927284707933,26.3789507468146,26.4050233833534,25.5655506716259,25.546274116409,25.0393411871909
"sp|P23786|CPT2_HUMAN",1,1,2,1,1,3,0.712655586844119,0.798728537301759,23.4627944874923,23.6445464030238,26.8091484043533,NA,24.1362710574408,24.2599525687943
"sp|P23833|SCO1_YEAST",1,2,2,0,0,0,NA,NA,22.5741701293848,23.8858242271507,24.042331798842,NA,NA,NA
"sp|P23847|DPPA_ECOLI",5,6,7,9,10,10,8.47418521680734e-06,0.000763098818415962,25.9639912314633,26.2989260641159,26.4969577275854,28.7515500202456,29.0058278472848,28.8947973492547
"sp|P23857|PSPE_ECOLI",0,0,1,2,2,2,0.00638429516639566,0.0328354380873781,NA,NA,23.1489244325971,24.8370100012411,25.590003935551,25.4808693616187
"sp|P23869|PPIB_ECOLI",2,2,2,2,2,1,0.0114578671736606,0.0513606779912896,24.0538969962366,24.4010547336364,23.9624073614519,24.8050422725824,25.3677601154447,24.7300708662289
"sp|P23883|PUUC_ECOLI",0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,25.218119882913,NA
"sp|P23919|KTHY_HUMAN",6,7,6,8,8,8,0.543386628896549,0.668425747429138,27.7275427645261,27.9654789963402,27.5388183539969,27.8830046446656,27.9141936843706,27.7297078479739
"sp|P23921|RIR1_HUMAN;sp|P21672|RIR3_YEAST",20,18,19,21,17,20,0.0428540658901589,0.131029390450136,29.1765515818315,28.9782497393251,28.974100480247,29.6098262066825,29.2083960697822,29.5024183681055
"sp|P24000|RL24B_YEAST",1,1,1,1,1,1,0.000322879215357437,0.00476271551105004,27.8759848771415,27.9315079536241,27.8447798992514,26.6063504036113,26.9616827405924,26.9002647112031
"sp|P24031|PPA3_YEAST",2,2,2,1,0,0,0.0600272934090704,0.162428054519343,23.9664284818632,23.7000468803397,24.1800405569675,23.2258525971924,NA,NA
"sp|P24171|DCP_ECOLI",0,0,0,1,1,1,NA,NA,NA,NA,NA,22.4774123991745,22.4951540719175,NA
"sp|P24182|ACCC_ECOLI",0,2,0,2,2,2,0.00972605828729584,0.0450558739906354,NA,22.5019272370685,NA,24.5217083526403,23.8765769634216,24.0361739939546
"sp|P24276|SSD1_YEAST",10,9,10,4,6,5,0.000443056383222803,0.00546978745075574,26.7555790272355,26.7322656768142,26.7429668849894,24.828839003976,25.6082357296456,25.0618958668803
"sp|P24280|SEC14_YEAST",7,9,7,7,7,5,0.0275864406897427,0.096345496218787,28.1002646956494,27.9586341320658,27.8544061337325,27.4437266642653,27.1296332032821,26.0416632840338
"sp|P24521|ERG8_YEAST",1,2,0,2,0,1,0.209735062358386,0.359878113256311,23.5972991486356,24.6499386008574,NA,23.8004591133828,NA,22.6593524056514
"sp|P24534|EF1B_HUMAN",5,5,5,5,5,5,0.107273533742606,0.236417900706529,30.8416459370359,30.6097619137614,30.7085905356688,31.0859428171654,30.9120863467947,30.8889163773741
"sp|P24539|AT5F1_HUMAN",7,6,5,5,7,6,0.682365715805096,0.777165241823706,28.2232570972935,27.6590921757521,27.8647168624107,27.5867432706414,28.4212348338013,28.0819339516029
"sp|P24666|PPAC_HUMAN",6,6,5,6,6,6,0.960418618611909,0.977015484184424,28.4312508402276,28.3245303506225,28.2740825681289,28.1387141481504,28.4076787552888,28.4621765503781
"sp|P24752|THIL_HUMAN",11,11,11,11,12,11,0.252788178713928,0.403898967036053,28.7528557086661,28.9377816564662,29.0026873093056,28.9199733488446,29.1696811514516,29.1187655413498
"sp|P24783|DBP2_YEAST",4,5,5,3,3,3,0.00170508002205002,0.0122876415748325,25.7683032971423,25.7084129891142,25.86009115475,24.6465846246849,24.640085926572,23.8167534613231
"sp|P24784|DBP1_YEAST",1,1,1,1,0,1,0.0828718443361207,0.202152686683118,22.5556987742264,23.1161783664318,23.071387832126,21.7219229122824,NA,22.5995138581173
"sp|P24928|RPB1_HUMAN",25,21,24,27,23,23,0.0374385430419747,0.120187070501372,28.0504094936816,27.910478467123,28.1260296004743,28.42285205418,28.3639745898035,28.2713461147449
"sp|P24941|CDK2_HUMAN;sp|Q00526|CDK3_HUMAN",6,5,6,5,6,7,0.142465500462908,0.284267077655659,26.7513871742887,26.6542755517042,26.7483832265401,26.8398474987347,26.849415742286,27.2201052650735
"sp|P25039|EFGM_YEAST",1,1,1,1,1,1,0.0307340642754654,0.103567519824235,23.4396380940324,23.8114564548343,23.7372904437492,23.2473577116168,22.5109768016348,23.1747589129649
"sp|P25045|LCB1_YEAST",4,5,6,2,3,3,0.00659151486129418,0.0335080835808125,25.6455307565104,26.0031567474622,25.86009115475,23.630254538413,24.7454529228264,24.8058658356975
"sp|P25087|ERG6_YEAST",11,11,11,9,10,9,0.000206791796938599,0.00400409226398417,28.9974723062583,28.86325814068,29.0671289762372,27.7088790470505,27.8159390200939,28.0132501051918
"sp|P25098|ARBK1_HUMAN;sp|P35626|ARBK2_HUMAN",2,1,2,2,2,2,0.137242090379604,0.277268355252096,23.2623893540329,21.1600139931425,23.9105529695314,23.9931041913252,24.0435498765946,23.937018527295
"sp|P25205|MCM3_HUMAN;sp|P24279|MCM3_YEAST",28,29,30,30,30,29,0.044865170813996,0.135123408164286,30.7558406140799,30.8235466551881,30.9117216950953,31.23245804345,31.0836392372227,31.0694965918576
"sp|P25293|NAP1_YEAST",7,6,8,5,7,6,0.000254523050980286,0.00433309974595706,27.8923847540959,27.8006309744786,28.1865352310979,26.848981220272,26.7827025974323,26.8387566351379
"sp|P25294|SIS1_YEAST",9,9,9,8,7,8,5.76400493934567e-05,0.00239991534703598,28.6820556913788,28.6613773784553,28.6473446227701,27.4474898096423,27.3200943020617,27.5498857394036
"sp|P25296|CANB_YEAST",2,3,3,3,2,1,0.0188778822370147,0.0740267516934621,24.5340885896341,26.086240916919,25.6145620189194,23.999270442517,23.5450009628853,21.632055419416
"sp|P25325|THTM_HUMAN",6,6,6,5,7,5,0.892181666131132,0.932050378600965,26.4071431931893,26.1493863940718,26.0096144436569,26.2576311912946,26.3077608381433,26.0659660727721
"sp|P25340|ERG4_YEAST",2,2,1,1,1,1,0.0212513993336029,0.0801809553235395,24.4826209926696,23.7726103440089,23.9404659514566,22.4415131172038,23.3797281283142,23.304314183674
"sp|P25342|CDC10_YEAST",3,3,4,2,2,1,0.00296157452643369,0.0178865922572991,25.4097698899347,25.31464690786,26.6398452542314,22.976218256146,24.1181213325592,23.3622922457957
"sp|P25343|RV161_YEAST",4,3,5,4,3,3,0.043921349655172,0.133291748083957,25.983446397436,25.172215005087,26.4346223435285,25.1875826273864,24.9987863211065,24.77720484182
"sp|P25349|YCP4_YEAST",6,5,3,5,6,4,0.0347385813742189,0.113457692910718,28.2330609555843,27.9186331938466,27.3813035249428,26.5962496559665,27.4709184442024,26.8351614116195
"sp|P25367|RNQ1_YEAST",2,2,2,2,1,1,0.00948077113734903,0.0442013814666864,26.2212175809781,25.7868067728008,26.0921718284986,25.0090310221487,24.8960142637948,23.6370195362824
"sp|P25369|LSB5_YEAST",3,3,3,2,1,3,0.00521071140800139,0.0278246294420708,24.797329039763,24.8016725625274,24.939632833579,23.6615660162233,22.7747017382556,23.951951578324
"sp|P25371|ADP1_YEAST",2,1,2,0,0,0,NA,NA,22.020138107379,22.3754030267412,23.3627916166596,NA,NA,NA
"sp|P25372|TRX3_YEAST",1,2,2,1,1,2,0.0282138811360722,0.0976296198518757,23.9041512950092,24.7095006527009,24.5701085818774,22.494596081357,23.1384862853328,23.9181109497908
"sp|P25373|GLRX1_YEAST",5,5,5,3,4,5,0.0276651516958673,0.0965093379458215,28.145688928159,28.2645887064864,28.2364181108776,25.7646483368245,26.7618481439062,27.7653288059623
"sp|P25375|PRTD_YEAST",5,5,8,4,4,5,0.190827985976743,0.339419562971376,25.9532278760739,26.2374639926696,26.9336163366308,26.0756393014852,25.6905360875504,26.0873371860883
"sp|P25386|USO1_YEAST",2,1,2,0,0,1,0.0463575939312173,0.138195975563104,23.8617445844524,22.9406396086395,24.2331148050386,NA,NA,21.9391971924627
"sp|P25398|RS12_HUMAN",6,5,5,6,6,6,0.0206328856944582,0.0785754321926132,31.3278119549865,31.3556201780108,31.3768691332189,31.8558026119507,31.6870554174106,31.6283454335451
"sp|P25437|FRMA_ECOLI",0,0,0,2,2,2,NA,NA,NA,NA,NA,24.8574635976404,24.5319930560508,24.67612929361
"sp|P25440|BRD2_HUMAN",3,4,4,5,2,4,0.83190450928584,0.887679718796815,24.3041825960204,24.558534104669,24.3747763989727,24.9440276650734,23.4716408213115,24.5632036907427
"sp|P25443|RS2_YEAST",5,5,5,5,4,5,0.000206699209381241,0.00400409226398417,30.1037763728336,30.1876275166252,30.1102984080004,29.2422129049314,29.2895358866952,29.167312366223
"sp|P25451|PSB3_YEAST",2,3,3,2,2,2,0.00121414569772719,0.00973227185502002,26.0700315376832,26.275018853575,26.4117294673347,25.4852319036338,25.4463899529839,25.4848615724555
"sp|P25490|TYY1_HUMAN;sp|O15391|TYY2_HUMAN;sp|Q96MM3|ZFP42_HUMAN",3,3,2,3,2,3,0.949178045346367,0.969939590354988,25.2997113709064,25.3912317318427,24.2019347081452,25.2578455176571,24.7534977686316,24.9528642301329
"sp|P25491|MAS5_YEAST",8,8,9,7,7,6,5.8714588727683e-05,0.00239991534703598,28.7029720749614,28.735745305335,28.8467254413407,27.6247144446434,27.5771550928108,27.4678105941803
"sp|P25516|ACNA_ECOLI",0,0,0,2,1,3,NA,NA,NA,NA,NA,23.9785089098388,22.6525528840057,23.8251148267814
"sp|P25526|GABD_ECOLI",2,1,2,3,3,3,0.00101005937013896,0.00860855524684142,23.2934436603923,21.7410637500415,23.2647242201784,25.7600861409791,25.3877440665552,25.4770391063434
"sp|P25553|ALDA_ECOLI",14,13,13,17,19,18,1.14057277626725e-06,0.000488169582968611,28.4469317542269,28.5010625139141,28.3900623248608,30.7647124370807,30.9389247985777,30.8740055476497
"sp|P25555|GBP2_YEAST",2,2,3,1,1,0,0.000733842452979824,0.00701422272906711,23.7978169220593,24.3758712321578,24.1251388501099,21.8775308459619,22.3525903912684,NA
"sp|P25567|SRO9_YEAST",3,3,5,3,3,3,0.0095172244478134,0.044286817763825,26.3915870791804,25.979513573704,26.7462191294706,25.7084870636108,25.4156825645216,25.3211827107423
"sp|P25574|EMC1_YEAST",1,2,0,0,0,0,NA,NA,24.0334199265058,23.1758920015381,NA,NA,NA,NA
"sp|P25605|ILV6_YEAST",3,3,3,3,1,2,0.118471702029522,0.252553549788938,25.7658948599951,25.7071430110032,25.9766917711362,25.5579120191151,22.578932496701,25.0302117873662
"sp|P25618|CWH43_YEAST",2,2,2,1,2,1,0.0106524747709919,0.0484618172542517,24.8702746894541,25.0704540468066,24.9994747244295,22.6269662222812,24.2506350451432,23.4951215679502
"sp|P25619|HSP30_YEAST",2,2,3,2,2,2,0.000116713419689641,0.0033743299917372,27.7133176368595,27.9312166177909,27.9280902228624,26.4614031624569,26.4969951244352,26.7416394818363
"sp|P25623|SYP1_YEAST",6,8,6,3,4,3,0.00798345469942208,0.0385446241713205,25.9589831707345,25.7988223524583,25.6603323426356,24.5284750602926,25.2042965879798,24.0706746991384
"sp|P25631|YCU1_YEAST",3,2,3,0,0,1,0.000533956387646956,0.00590148419047018,25.1506099954591,24.8732614669773,25.1571250198194,NA,NA,22.5425632357651
"sp|P25635|PWP2_YEAST",0,0,0,1,0,0,NA,NA,NA,NA,NA,24.9162712949358,NA,NA
"sp|P25655|NOT1_YEAST",4,4,4,1,0,1,0.00349659021083835,0.0203384997263764,24.5508443671195,24.2674841391435,24.703691736256,21.2311367516735,NA,22.6925146488741
"sp|P25685|DNJB1_HUMAN",7,7,7,8,8,8,0.0194242671912414,0.0753136813441457,27.0706821532121,27.3482922335109,27.321003014675,27.6274539762863,27.617669720224,27.7656829719248
"sp|P25694|CDC48_YEAST",28,26,26,23,21,24,0.000236731441636456,0.00419083269505698,31.0217493491375,30.8111978879489,30.9027023625918,30.0158363872965,29.8168550751383,29.8091968820807
"sp|P25705|ATPA_HUMAN",18,18,19,19,19,19,0.0971066202085193,0.223872745290664,31.7542703810832,31.7162842619165,31.6676547741983,31.847014865033,32.024996073592,31.9320229508721
"sp|P25719|CYPC_YEAST",3,6,5,5,5,4,0.0157460527409257,0.0647058147116592,27.0028307846424,27.8285870763592,27.7627460132222,25.6926880398207,26.1373744032801,26.8895800310549
"sp|P25738|MSYB_ECOLI",1,1,0,2,2,2,0.000103843599485678,0.00323171864386639,23.627864820373,23.1068529287551,NA,26.0217833981137,25.7757996292407,25.9657044184213
"sp|P25786|PSA1_HUMAN",10,11,11,11,11,11,0.301575577834627,0.452481059535563,30.1900620763894,30.3454526400435,30.3548455169008,30.2057661855848,30.6806787988826,30.5575422132391
"sp|P25787|PSA2_HUMAN",8,7,8,7,8,8,0.242858115531247,0.39474542664194,29.0444259178934,28.8869363084945,29.2327709193693,29.2159232257256,29.1361947310487,29.3732106122355
"sp|P25788|PSA3_HUMAN",6,6,7,6,5,6,0.242280553536242,0.394665412223777,29.3153950620496,29.6025532141403,29.4684915386189,29.6406632935471,29.6251986837608,29.6021181352619
"sp|P25789|PSA4_HUMAN",8,7,9,8,8,8,0.686267961244569,0.779429395314032,28.9542981066256,29.3849199398162,29.3171082143588,29.4442682208835,28.9185015666896,29.5827519170718
"sp|P25791|RBTN2_HUMAN",1,2,2,1,2,1,0.157925619963139,0.301192290705777,23.8413797356128,24.1884281705623,24.0290774388607,23.6025751247144,24.0580023640975,23.2437726417389
"sp|P25815|S100P_HUMAN",1,2,2,2,2,2,0.0889622660494524,0.211882429173891,24.0556205922398,24.824984839679,25.2136045423034,25.2019116322657,25.3617467058955,25.4148120772275
"sp|P26038|MOES_HUMAN",26,24,26,27,27,26,0.52667869408483,0.653632740487295,31.2014383865233,31.0414284575374,31.1886385252263,30.9857441366514,31.5368158366315,31.2579819313802
"sp|P26196|DDX6_HUMAN",13,14,14,13,13,15,0.280988387548025,0.43241236584556,28.6378909608305,28.8019062850951,28.9317131702828,28.9372722999207,28.8703922343042,29.0256006867207
"sp|P26263|PDC6_YEAST",1,1,1,1,1,1,0.00247324912622862,0.0158062702162221,28.4772414985667,28.5976355382501,28.4615501930132,27.3434843068694,27.8784875947681,27.6975228925442
"sp|P26321|RL5_YEAST",9,9,9,9,9,9,0.00125956627593978,0.00995831848582813,31.809916995238,31.4479491327709,31.5695961702077,30.6321116749791,30.8465837293444,30.7856698445954
"sp|P26358|DNMT1_HUMAN",18,15,13,18,16,13,0.0992387934512517,0.226262596734865,27.3496285246422,26.967421956434,26.8600711410851,27.5960123343524,27.5492051683282,27.1794805097685
"sp|P26368|U2AF2_HUMAN",11,10,11,10,9,10,0.413331380179691,0.558964053019089,30.5724698366633,30.1404166571555,30.3558216599766,30.7866030554556,30.3311901296064,30.441063250033
"sp|P26373|RL13_HUMAN",4,4,4,5,5,5,0.00899859106173364,0.0424865586105947,29.7059174763398,29.9083832281322,29.4966359201203,30.1825280180422,30.312216367333,30.3265019586352
"sp|P26374|RAE2_HUMAN",1,1,2,2,1,1,0.351920385318923,0.500950436642577,25.0550765211934,26.9705441622202,27.7246175751105,27.6149594261272,24.4580112647143,24.22740919553
"sp|P26570|PPZ1_YEAST",1,1,1,0,0,0,NA,NA,20.9199545113174,20.6353045430901,21.5199158954047,NA,NA,NA
"sp|P26583|HMGB2_HUMAN",4,4,4,4,4,4,0.0938158184594164,0.219265215494292,29.7856623320117,29.704434907197,29.7117824936772,29.9099845577459,30.0032226879418,29.9285344423326
"sp|P26599|PTBP1_HUMAN",16,15,15,14,14,15,0.0519658703621124,0.148656465216207,31.1855380995218,31.14748780717,31.4891821162985,31.4884775631375,31.6703259940332,31.8306194825646
"sp|P26612|AMY2_ECOLI",0,1,1,2,2,1,0.622145148846312,0.730431441662786,NA,24.7749933531024,24.3044487066368,24.9332789931831,24.9123983583289,22.3424728289178
"sp|P26637|SYLC_YEAST",25,28,30,20,20,22,4.62660807055938e-05,0.0022029059125826,30.3006966125629,30.3800184871181,30.3653706967635,29.1638071356502,28.9617490028517,28.9166764630827
"sp|P26639|SYTC_HUMAN;sp|A2RTX5|SYTC2_HUMAN",26,24,25,24,24,23,0.802591004497892,0.865855519535593,30.8550565639348,30.8008701811071,30.7508274544334,30.8889151709143,30.8046237068661,30.7974091527571
"sp|P26640|SYVC_HUMAN",27,27,28,27,28,28,0.0381539522138416,0.121604833996628,30.4105543089738,30.4041859802476,30.3222565764091,30.6123427187663,30.7063145289194,30.675953442503
"sp|P26641|EF1G_HUMAN",15,15,15,14,15,14,0.232482142114819,0.384141950075417,31.809916995238,31.9936315257249,31.8538848891669,32.0337827406671,32.0268577947274,32.0430481760812
"sp|P26646|ACUI_ECOLI",0,0,0,2,2,2,NA,NA,NA,NA,NA,24.1139585861996,23.0830728260012,24.3872421714315
"sp|P26755|RFA3_YEAST",1,2,2,0,1,1,0.340123513556431,0.491378914026233,22.6481124844067,25.0055570853208,25.3954993373906,NA,23.9653358722466,22.6725074631533
"sp|P26783|RS5_YEAST",8,9,9,9,8,9,0.00205634051878922,0.0139422557845901,30.8301811875283,30.7860444107206,30.5414415501704,29.9921351087685,30.0950720491198,29.8670078215248
"sp|P26784|RL16A_YEAST",6,6,6,6,6,6,0.000385352363522461,0.00511639034829007,28.7934811901705,28.7692186069572,28.808681839899,27.778951063226,28.0122082720085,27.9604438550387
"sp|P26785|RL16B_YEAST",3,3,3,3,3,3,0.000854803563421113,0.00762147848699919,29.3673358807192,29.2772135438355,29.3479582818387,28.6315948948608,28.6644245617224,28.4520161693912
